Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-03-31,1.09100,1.91400,-3.00500,1.30800,-1.69700,-1.69700,-1.69700,-1.69700,-3.06800,-3.00500,27.63850,27.63850,-0.06000,-0.06000,37.02480,-1.59520,-1.59520,-1.55210,-1.59520,3.83730,-0.06580,-0.06580
2023-12-31,3.12700,1.99500,-5.12200,1.48100,-3.64100,-3.64100,-3.64100,-3.64100,-5.46800,-5.12200,26.98710,26.98710,-0.12000,-0.12000,38.91810,-3.38390,-3.38390,-3.29600,-3.38390,3.88450,-0.0374,-0.0374
2023-09-30,2.87600,2.12500,-5.00100,1.03300,-3.96800,-3.96800,-3.96800,-3.96800,-5.75400,-5.00100,27.07110,27.07110,-0.15000,-0.15000,38.75700,-3.61580,-3.61580,-3.51980,-3.61580,3.99560,0.1363,0.1363
2023-06-30,3.68800,3.02600,-6.71400,1.49400,-5.22000,-5.22000,-5.22000,-5.22000,-7.45500,-6.71400,26.84060,26.84060,-0.19000,-0.19000,31.57660,-4.64000,-4.64000,-4.48940,-4.64000,4.16750,-0.2893,-0.2893
2023-03-31,5.72000,17.71800,-23.43800,1.14800,-22.29000,-22.29000,-22.29000,-22.29000,-23.92900,-23.43800,26.49240,26.49240,-0.84000,-0.84000,24.45050,-19.07410,-19.07410,-18.25780,-19.07410,4.33230,-0.57290,-0.57290
2022-12-31,4.92700,4.62700,-9.55400,1.79200,-7.76200,-7.76200,-7.76200,-7.76200,-9.95400,-9.55400,26.31160,26.31160,-0.29000,-0.29000,22.04250,-6.03040,-6.03040,-5.75000,-6.03040,4.84480,-0.3222,-0.3222
2022-09-30,4.25800,4.49000,-8.74800,-0.93400,-9.68200,-9.68200,-9.68200,-9.68200,-8.81800,-8.74800,26.33600,26.33600,-0.37000,-0.37000,21.20560,-7.20610,-7.20610,-6.87360,-7.20610,5.05720,-0.1571,-0.1571
2022-06-30,8.76900,4.93200,-13.70100,-0.89500,-14.59600,-14.59600,-14.59600,-14.59600,-13.60100,-13.70100,26.29660,26.29660,-0.56000,-0.56000,17.47780,-10.26190,-10.26190,-9.72390,-10.26190,5.35360,-0.5302,-0.5302
2022-03-31,8.26000,4.87200,-13.13200,-0.07200,-13.20400,-13.20400,-13.20400,-13.20400,-12.93900,-13.13200,26.23900,26.23900,-0.50000,-0.50000,19.32760,-8.51090,-8.51090,-8.12960,-8.51090,5.83950,-0.41080,-0.41080
2021-12-31,6.87900,3.82400,-10.70300,0.15800,-10.54500,-10.54500,-10.54500,-10.54500,-10.41600,-10.70300,12.26060,12.26060,5.27000,5.27000,24.58170,-6.30670,-6.30670,-6.08690,-6.30670,6.29350,-1.1335,-1.1335
2021-09-30,5.98900,3.39400,-9.38300,-0.23200,-9.61500,-9.61500,-9.61500,-10.93700,-9.38300,-9.38300,15.58560,15.58560,-0.70000,-0.70000,28.37780,-5.44260,-5.44260,-5.27570,-5.44260,6.74300,2.5552,2.5552
2021-06-30,5.79300,2.91400,-8.70700,-0.01200,-8.71900,-8.71900,-8.71900,-10.86000,-8.70700,-8.70700,3.48800,3.48800,-3.11000,-3.11000,18.34470,17.14820,17.14820,-8.10110,17.14820,-14.56900,-2.4136,-2.4136
2021-03-31,4.66100,2.21800,-6.87900,-11.72200,-18.60100,-18.60100,-18.60100,-19.68600,-6.87900,-6.87900,3.45600,3.45600,-5.70000,-5.70000,,,,,,,-1.95020,-1.95020
2020-12-31,,,,,,,,,,,,,,0.00000,,,,,,,4.5465,4.5465
2020-09-30,1.94700,0.31200,-2.25900,0.00100,-2.25800,-2.25800,-2.25800,-2.71900,-2.25900,-2.25900,1.86390,1.86390,-1.46000,-1.46000,,,,,,,-1.2702,-1.2702
2020-06-30,1.36000,0.24800,-1.60800,-0.02300,-1.63100,-1.63100,-1.63100,-2.08300,-1.60800,-1.60800,1.85970,1.85970,-1.12000,-1.12000,,,,,,,-3.2763,-3.2763
