Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,304.85200,55.65000,249.20200,217.28200,217.28200,31.92000,-40.37300,-8.45300,9.66700,-18.12000,-18.12000,-19.81400,68.46400,31.92000,139.13840,139.13840,-0.14000,-0.14000,1.02670,0.37890,0.61540,81.74520,10.47070,10.47070,-2.77280,-6.49950,0.06560,24.05970,2.85720,31.49940,-0.89910,1.41250,-0.39010,-0.55850,14.48490,0.496,0.4805
2023-06-30,307.02600,53.92600,253.10000,221.75500,221.75500,31.34500,-17.24200,14.10300,2.48600,11.61700,11.61700,9.92300,67.27000,31.34500,138.84100,143.54200,0.07000,0.07000,1.00520,0.38010,0.63380,82.43600,10.20920,10.20920,4.59340,3.23200,0.06860,22.92770,2.97600,30.24240,0.57720,-0.88290,0.25950,0.35780,14.47990,0.4074,0.3865
2023-03-31,256.49800,54.59600,201.90200,194.61800,194.61800,7.28400,-11.69500,-4.41100,3.87800,-8.28900,-8.28900,-9.77800,34.94000,7.28400,139.65530,139.65530,-0.07000,-0.07000,1.00830,0.39570,0.67560,78.71480,2.83980,2.83980,-1.71970,-3.81210,0.05650,21.46910,2.82060,31.90760,-0.42110,0.60250,-0.18260,-0.25450,14.19920,0.40660,0.38640
2022-12-31,220.33900,50.16600,170.17300,148.46500,148.46500,21.70800,-6.61000,15.09800,5.74600,9.35200,9.35200,8.04000,43.44200,21.70800,141.55580,144.60350,0.06000,0.06000,1.69150,0.20230,0.25800,77.23240,9.85210,9.85210,6.85220,3.64890,0.06250,23.69680,3.39330,26.52260,0.47240,5.50440,0.26530,0.37690,14.18720,0.507,0.4724
2022-09-30,197.14600,38.36300,158.78300,149.18400,149.18400,9.59900,8.80000,18.39900,5.39300,13.00600,13.00600,11.71000,35.86800,9.59900,141.31180,143.71640,0.08000,0.08000,1.88330,0.20460,0.26160,80.54080,4.86900,4.86900,9.33270,5.93980,0.05990,30.96290,3.44400,26.13230,0.66450,7.73080,0.39500,0.52850,13.85280,0.2588,0.2306
2022-06-30,211.29400,35.98000,175.31400,146.50500,146.50500,28.80900,12.10500,40.91400,5.83100,35.08300,35.08300,33.97900,55.85500,28.80900,141.44200,144.88500,0.24000,0.23000,1.74870,0.20590,0.26370,82.97160,13.63460,13.63460,19.36350,16.08140,0.06280,28.89960,3.79080,23.74140,1.80410,29.03170,1.04210,1.43250,13.76400,0.6368,0.612
2022-03-31,214.54400,46.91600,167.62800,146.81200,146.81200,20.81600,-7.69000,13.12600,8.61200,4.51400,4.51400,3.00300,47.25900,20.81600,142.86290,146.60480,0.02000,0.02000,1.57200,0.20960,0.26940,78.13220,9.70240,9.70240,6.11810,1.39970,0.06190,33.43980,4.56420,19.71880,0.23710,9.95760,0.13020,0.18740,13.42510,0.44840,0.44100
2021-12-31,211.87500,49.11500,162.76000,140.92100,140.92100,21.83900,-1.96500,19.87400,7.53500,12.33900,12.33900,10.80800,47.77700,21.83900,139.72910,144.44150,0.08000,0.07000,1.78180,0.19870,0.25160,76.81890,10.30750,10.30750,9.38010,5.10110,0.06130,38.46120,4.59920,19.56870,0.61030,8.36700,0.35710,0.48900,14.13930,0.4456,0.4307
2021-09-30,183.93200,38.33200,145.60000,106.07600,106.07600,39.52400,-5.32000,34.20400,6.20200,28.00200,28.00200,26.84100,62.67600,39.52400,139.25300,144.00600,0.19000,0.19000,1.28730,0.24120,0.32330,79.15970,21.48840,21.48840,18.59600,14.59290,0.06360,91.48450,3.53290,25.47450,1.77550,-8.93760,0.96780,1.34720,,0.4317,0.4239
2021-06-30,178.23900,33.12400,145.11500,95.87000,95.87000,49.24500,-4.21100,45.03400,6.12000,38.91400,38.91400,37.83000,69.98500,49.24500,138.71900,143.26500,0.27000,0.26000,,,,81.41600,27.62860,27.62860,25.26610,21.22430,,,,,,,,,,0.5961,0.5833
2021-03-31,150.48000,27.18400,123.29600,88.43600,88.43600,34.86000,-2.01100,32.84900,5.05900,27.79000,27.79000,26.81400,55.85800,34.86000,138.20200,142.74100,0.19000,0.19000,,,,81.93510,23.16590,23.16590,21.82950,17.81900,,,,,,,,,,0.37410,0.37000
2020-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,-0.5489,-0.5298
2020-09-30,93.75500,17.00700,76.74800,60.77600,60.77600,15.97200,-90.33600,-74.36400,3.50500,-77.86900,-77.86900,-78.57900,15.97200,15.97200,89.21700,89.21700,-0.88000,-0.88000,,,,81.86020,17.03590,17.03590,-79.31740,-83.81310,,,,,,,,,,0.5489,0.5298
